"streetAddress","zipcode","description","latitude","longitude","propertyTaxRate","garageSpaces","hasAssociation","hasGarage","hasSpa","hasView","homeType","yearBuilt","latestPrice","latest_saledate","latest_salemonth","latest_saleyear","numOfPhotos","numOfAccessibilityFeatures","numOfAppliances","numOfParkingFeatures","numOfPatioAndPorchFeatures","numOfSecurityFeatures","numOfWaterfrontFeatures","numOfWindowFeatures","numOfCommunityFeatures","lotSizeSqFt","livingAreaSqFt","avgSchoolDistance","avgSchoolRating","avgSchoolSize","MedianStudentsPerTeacher","numOfBathrooms","numOfBedrooms","numOfStories"
"2523 Bitter Creek Dr","78744","Super cute & charismatic 2/1 /1 on serene 1/2 acre lot. Take in the good life on your pergola swing seat, or soak up some sun on the massive back deck. Tons of updates & cool features, see list of improvements for details.",30.1814975738525,-97.7543640136719,1.98,0,"FALSE","FALSE","FALSE","TRUE","Single Family",1973,235,2020-01-31,"1",2020,20,"0",4,2,0,2,0,0,0,20473.2,860,1.66666666666667,3.33333333333333,1317,14,1,2,1
"4412 Dovemeadow Dr","78744","4412 Dovemeadow Dr, Austin, TX 78744 is a single family home that contains 1,528 sq ft and was built in 1974. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $216,351. The Rent Zestimate for this home is $1,725/mo.",30.1895198822021,-97.7512130737305,1.98,2,"FALSE","TRUE","FALSE","FALSE","Single Family",1974,199.85,2020-09-16,"9",2020,6,"0",5,2,2,1,0,0,0,6534,1528,1.26666666666667,3,840,12,2,3,1
"4605 Mellow Hollow Dr","78744","Spacious 4 bedrooms, 2.5 baths with bonus area upstairs! Property features include: Large master suite with double vanity and walk-in closet. Granite countertops, new carpet, fresh paint throughout and an oversized backyard. Perfect for entertaining! This home is conveniently located within minutes of I-35 and near the proposed Tesla factory site.",30.1972122192383,-97.7286758422852,1.98,2,"TRUE","TRUE","TRUE","FALSE","Single Family",2007,319,2020-12-21,"12",2020,36,"0",3,2,4,0,0,0,0,6054,2234,3.16666666666667,4.33333333333333,1589,14,3,4,2
"5102 N Hearsey Dr","78744","Tucked in the Viewpoint neighborhood off East St Elmo, this home is ready for you to move in. Updates included 4 year old roof, no carpet, new floors throughout, new kitchen backsplash, updated fixtures. Spacious backyard with a storage shed and two fruitful fig trees! 12 miles from new Tesla Giga Texas site.FEMA - Unknown",30.1987457275391,-97.7330856323242,1.98,2,"TRUE","TRUE","FALSE","FALSE","Single Family",2003,279,2020-09-24,"9",2020,67,"0",4,2,0,0,0,0,0,9234,1736,3.43333333333333,4.33333333333333,1589,14,3,3,1
"4506 Union Cir","78744","Gorgeous large trees beautifully shade the front of this adorable home on a large corner/cul-de-sac lot! Super SE Austin location, easy access to I-35 and TX-71, and minutes from McKinney Falls State Park. Enter the home through the cozy front porch with brick columns and white railing. Inside, you'll love the family room with vaulted ceilings and center beam open to the kitchen. The kitchen has white cabinetry and stainless appliances with plenty of room for a nice-sized table. Come see it today! *will be accepting all offers till May 24, 2019 @ 5pm*",30.200288772583,-97.7425689697266,1.98,0,"FALSE","FALSE","FALSE","FALSE","Single Family",1977,252,2019-06-27,"6",2019,24,"0",4,1,2,1,0,0,0,8842,1456,1.03333333333333,3,794,12,2,3,1
"4610 Mellow Hollow Dr","78744","Your search ends here. Sweet, tucked away neighborhood with easy access to ABIA, McKinney Falls State Park, Tesla Plant, 6 miles to downtown. All at your backdoor. Two-story beauty has it all - dedicated study/office, fireplace, two living areas, Samsung SS kitchen appliances, and private backyard. Approximately $20k in recent updates ~ all new flooring, paint, fixtures, etc. Original owner. Google Fiber!",30.1967926025391,-97.7291412353516,1.98,2,"TRUE","TRUE","FALSE","FALSE","Single Family",2006,339.9,2020-09-16,"9",2020,82,"0",4,2,0,0,0,0,0,7865,2912,3.16666666666667,4.33333333333333,1589,14,3,4,2
"5801 Ann Jene Ct","78744","Stunning South Austin 3 bed/2 bath home with fantastic layout. Open living space and attached kitchen has room for gatherings and relaxing. The windows throughout create natural light. Owner's suite situated in rear of home for privacy and has 2 closets for maximum storage. Built-in bookshelves in hallway add character. Private backyard for outdoor activities. This could be your new home sweet home.",30.1974620819092,-97.7286758422852,1.98,2,"TRUE","TRUE","FALSE","TRUE","Single Family",2007,289.9,2020-09-28,"9",2020,76,"0",8,2,0,0,0,0,0,6852,1752,3.16666666666667,4.33333333333333,1589,14,2,3,1
"4609 Mellow Hollow Dr","78744","Great Property! Spacious home. Great living space upstairs and down. Breakfast area and bar great for entertaining. 3 bedrooms upstairs. Very nice pergo and carpet floors. Formal dining room perfect for hosting guests. Great counter space in the kitchen with island. Huge master! Upstairs lounge with a great balcony.",30.196907043457,-97.7286224365234,1.98,2,"TRUE","TRUE","FALSE","TRUE","Single Family",2007,319,2020-09-03,"9",2020,62,"0",7,2,1,0,0,0,0,6534,2234,3.13333333333333,4.33333333333333,1589,14,3,3,2
"4624 Button Bend Rd","78744","Remodeled- modern single story Austin home! Fully fenced in yard that backs to green space, with mature trees & no back neighbors. Short distance to the local park, and close to the airport, 5 miles to downtown Austin, shopping and dining. Open floor plan, with spacious living area, and features 3 bedrooms and 2 full bathrooms. New Roof a plus!",30.2009983062744,-97.7398071289062,1.98,2,"FALSE","TRUE","FALSE","FALSE","Single Family",1976,245,2018-09-28,"9",2018,27,"0",3,2,0,0,0,0,0,6534,1232,1.13333333333333,3,794,12,2,3,1
"5504 Fence Row","78744","5504 Fence Row, Austin, TX 78744 is a single family home that contains 1,298 sq ft and was built in 1983. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $280,133. The Rent Zestimate for this home is $1,750/mo.",30.1970043182373,-97.7320327758789,1.98,0,"FALSE","FALSE","FALSE","FALSE","Single Family",1983,226,2018-11-06,"11",2018,19,"0",3,1,0,0,0,0,0,6141,1298,3.36666666666667,4.33333333333333,1589,14,2,3,2
"4603 Lyra Cir","78744","Beautifully updated home with designer tile through out, large oversized master bedroom, awesome walk in closet all with hardwood flooring. Large backyard with covered patio and extended wood decking great for bbq!  Easily accessible to Hwy 71, I-35 & shopping!",30.1983623504639,-97.7306594848633,1.98,0,"TRUE","FALSE","FALSE","FALSE","Single Family",2005,269,2018-06-09,"6",2018,16,"0",0,1,0,0,0,0,0,6359,1736,3.26666666666667,4.33333333333333,1589,14,3,3,2
"4607 Federal Cir","78744","**MUST GIVE 1 HR NOTICE** LOCATION, LOCATION, LOCATION! Just minutes to downtown, airport, and major highways. Single story large corner lot and LOWEST $ per sq. ft.! Fresh paint in and out and no carpet in this home. Bathrooms and kitchen have been renovated along with many other updates. Large mature trees to provide plenty of shade. NO HOA. MUST SEE!",30.1993312835693,-97.7417907714844,1.98,0,"FALSE","FALSE","FALSE","FALSE","Single Family",1977,258.9,2019-06-26,"6",2019,16,"0",3,1,0,0,0,0,0,7710,1552,1.06666666666667,3,794,12,2,3,1
"4802 Bergfield Dr","78744","You will love and adore this exceptional and well cared for home located in Williamson Creek! 2 Bedroom /1 Bathroom with a spacious front and backyard.  Incredible South Austin location with great access to I35 & Hwy 71 for those commuters, the airport, and the Circuit of the Americas. 15 minutes to Downtown Austin & all your favorite hot spots and outdoor activities.",30.1968173980713,-97.7340393066406,1.98,1,"FALSE","TRUE","FALSE","FALSE","Single Family",1984,209.9,2020-03-20,"3",2020,20,"0",3,2,0,0,0,0,0,5619,868,3.46666666666667,4.33333333333333,1589,14,1,2,1
"5315 Apple Orchard Ln","78744","5315 Apple Orchard Ln, Austin, TX 78744 is a single family home that contains 1,343 sq ft and was built in 2004. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $281,458. The Rent Zestimate for this home is $1,725/mo.",30.2000427246094,-97.7307357788086,1.98,1,"TRUE","TRUE","FALSE","FALSE","Single Family",2004,179,2020-07-14,"7",2020,26,"0",4,2,2,1,0,1,0,6185,1343,3.3,4.33333333333333,1589,14,2,3,1
"5004 Michelle Ct","78744","Modern remodel in Franklin Park, minutes to DT. Home is on a quiet & secluded cul-de-sac with no neighbors behind. Improvements include all wood soft close cabinets, granite countertops, Samsung Stainless Steel Appliances, luxury vinyl plank floors, designer tile & fixtures, main bedroom with custom barn door to a spa bath with dual shower heads, frameless shower glass & dual vanity. AC replaced - 2019. R-38 insulation in attic. 4.2 KW Solar (2018). Don't miss this opportunity, improvements go on and on.",30.199047088623,-97.7463607788086,1.98,2,"FALSE","TRUE","FALSE","FALSE","Single Family",1980,334.9,2020-09-30,"9",2020,73,"0",4,2,2,2,0,0,0,6403,1231,1,3,794,12,2,3,1
"5000 Joshua Ct","78744","Best and final deadline Mon 10/21 at 5pm. Charming updated home on quiet cul-de-sac only 20 minutes to Downtown. Great Location in South Austin near tons of new development with easy access to freeways and Airport. Large fenced back yard with covered patio and bonus workshop area. New roof installed in 2017.",30.1984710693359,-97.7443313598633,1.98,0,"FALSE","FALSE","FALSE","FALSE","Single Family",1979,234.7,2019-11-12,"11",2019,22,"0",3,1,0,0,0,1,0,8407,1102,1,3,794,12,2,3,1
"4507 Franklin Park Dr","78744","4507 Franklin Park Dr, Austin, TX 78744 is a single family home that contains 1,442 sq ft and was built in 1976. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $307,713. The Rent Zestimate for this home is $1,800/mo.",30.198429107666,-97.7435836791992,1.98,0,"FALSE","FALSE","FALSE","FALSE","Single Family",1976,258.5,2019-10-28,"10",2019,24,"0",4,1,0,1,0,0,0,7840,1442,1.03333333333333,3,794,12,2,3,1
"5205 Village Path","78744","Cute starter home! Perfect for the new home buyer or someone looking to downsize. Home features 3 bedrooms, 2 baths, wood and tile flooring and upgrades throughout! Spacious back yard shaded by huge oaks and a storage building/workshop.",30.1968784332275,-97.7461471557617,1.98,0,"FALSE","FALSE","FALSE","FALSE","Single Family",1973,199.999,2019-10-10,"10",2019,29,"0",3,1,2,0,0,0,0,5662,1054,1,3,794,12,2,3,1
"5303 Apple Orchard Ln","78744","Cute home with huge fenced back yard. The large kitchen features new granite counter tops, new sink, new faucet, black appliances including refrigerator, and roomy panty. Living room with fireplace, ceiling fans and window coverings throughout. Master bedroom features two walkin closets, restroom with vanity and garden tub. New carpet in master bedroom and vinyl planking throughout. Laundry room includes washer and dryer. Mature trees and great location.FEMA - Unknown Restrictions: Yes  Sprinkler Sys:Yes",30.2000007629394,-97.7317276000977,1.98,1,"TRUE","TRUE","FALSE","FALSE","Single Family",2004,274.9,2020-10-13,"10",2020,54,"0",6,2,0,2,0,1,0,6185,1708,3.36666666666667,4.33333333333333,1589,14,3,3,2
"5400 Apple Orchard Ln","78744","5400 Apple Orchard Ln, Austin, TX 78744 is a single family home that contains 1,343 sq ft and was built in 2004. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $262,884. The Rent Zestimate for this home is $1,700/mo.",30.1995639801025,-97.7305755615234,1.98,0,"TRUE","FALSE","FALSE","FALSE","Single Family",2004,219.9,2019-02-15,"2",2019,18,"0",1,1,0,0,0,0,0,6577,1343,3.3,4.33333333333333,1589,14,2,3,1
"5103 Palo Blanco Ln","78744","New AC unit installed in 2008,and Easy access to I-35 and downtown",30.198184967041,-97.7473678588867,1.98,0,"FALSE","FALSE","FALSE","FALSE","Single Family",1972,99.8,2018-03-02,"3",2018,1,"0",0,1,0,0,0,0,0,7056,992,1.03333333333333,3,794,12,2,3,1
"2116 Ponciana Loop","78744","Tastefully remodeled home sitting on nearly a quarter acre. This charmer features Ann Sacks tile, retextured walls, and all new: kitchen, appliances, siding, roof, windows, flooring, doors, and fixtures. You'll have 3 bedrooms, 2 baths, and a 1 car garage. The spacious living area flows right into the kitchen and massive backyard, where the opportunities are endless for entertainment. Parks and schools are nearby too! This opportunity comes once in a lifetime.",30.1984901428223,-97.7532196044922,1.98,1,"FALSE","TRUE","FALSE","FALSE","Single Family",1977,289,2020-05-05,"5",2020,20,"0",3,2,0,0,0,0,0,10193,1100,1.1,3,840,12,2,3,1
"5312 Peppertree Pkwy","78744","Lovely and well maintained house in a corner lot. Laminate wood floors through out the house, stainless steel appliances, private yard, mature trees, storage building in the backyard and covered patio. Close to downtown, lots of employers & shopping. Quick hop to I-35 but in a quiet part of the neighborhood. Washer and dryer do not convey.",30.198034286499,-97.7529144287109,1.98,1,"FALSE","TRUE","FALSE","FALSE","Single Family",1971,220,2020-04-09,"4",2020,10,"0",2,2,0,2,0,0,0,10454,1246,1.06666666666667,3,840,12,1,3,1
"4701 Cypress Bnd","78744","Great starter home in a convenient location. Minutes from Hwy 71, IH 35, SoCo and downtown. Some fresh interior paint in living and kitchen, ceiling fans in bedroom, new 2"" white blinds, new carpet and open floor plan. Oversize backyard with covered back patio facing West for evening enjoyment.",30.1985950469971,-97.7341995239258,1.98,0,"TRUE","FALSE","FALSE","FALSE","Single Family",2003,215,2018-04-12,"4",2018,28,"0",5,1,0,0,0,0,0,6446,1209,3.5,4.33333333333333,1589,14,2,2,1
"5222 Pine Pl","78744","Contemporary re-do in burgeoning Southeast Austin Neighborhood sitting on huge lot.  In 2017 this fantastic property was remodeled w/designer touches and included:   30 year roof, stainless steel appliances, new windows, HVAC, and so much more.  The kitchen has been redesigned and is light and bright with modern lighting and open to the family room; 4 bd/2 bath, 1,693 SF, 2 car garage, amazing covered/screened back porch and so much room to enjoy in your private backyard.",30.1989994049072,-97.7499542236328,1.98,0,"FALSE","FALSE","FALSE","FALSE","Single Family",1974,269.9,2019-04-04,"4",2019,27,"0",2,1,0,0,0,0,0,14374.8,1693,1.06666666666667,3,794,12,2,4,1
"5007 Pepper Ln","78744","Great Investment opportunity! 3/2 with a 2 car garage and large backyard. New Roof in the last 6 months. Well maintained home. Conveniently located to major highways and within 15 minutes of downtown. Has foundation issues. Could rent as is between $1400 and $1500!",30.2013359069824,-97.7523956298828,1.98,0,"FALSE","FALSE","FALSE","FALSE","Single Family",1977,189,2019-04-21,"4",2019,40,"0",2,2,0,0,0,0,0,7187,1224,1.13333333333333,3,840,12,2,3,1
"4612 Franklin Park Dr","78744","Recently remodeled 1 story on a quiet street. Upgrades include Luxury Vinyl Plank flooring, Quartz Countertops, Stainless steel appliances. The roof, HVAC and hot water heater were all replaced in 2018. The backyard is filled with mature shade trees and is perfect for entertaining. You'll be hard pressed to find a more affordable updated home in Austin! Must See!",30.1981449127197,-97.7418899536133,1.98,2,"FALSE","TRUE","FALSE","FALSE","Single Family",1975,245,2020-01-08,"1",2020,17,"0",2,2,0,0,0,0,0,6795,1153,1.06666666666667,3,794,12,2,3,1
"4705 Cypress Bnd","78744","Wonderful Single Story Home in HIGHLY Desirable Los Arboles Neighborhood! Open Plan! Home features 3 bedrooms & 2 full baths! New flooring just installed in kitchen! Upgraded lighting in bathrooms! Nice private back yard with mature trees! New Covered Patio!  Easy Access to I-35, Highway 71, & only 6 miles from Downtown! Great investment opportunity! A MUST SEE!! This one WON'T last long!",30.1983242034912,-97.734375,1.98,0,"TRUE","FALSE","FALSE","FALSE","Single Family",2003,224.995,2018-08-29,"8",2018,34,"0",2,1,0,0,0,0,0,6969,1343,3.5,4.33333333333333,1589,14,2,3,1
"4613 Cedargrove Dr","78744","Adorable home in south Austin, excellent location with TONS of recent updates! 2019 updates include complete master bath remodel including Walk in Shower, installed pocket doors with upgraded hardware, installed new floors & baseboards in bedrooms and hallway, new light switches and outlets throughout. 2018 updates - Carrier A/C with digital thermostat, water softener, upgraded light fixtures in dining and kitchen. Stainless Steel Energy efficient appliances. Nice backyard w/ privacy fence and sunshade.",30.1984214782715,-97.7417144775391,1.98,0,"FALSE","FALSE","FALSE","FALSE","Single Family",1975,250,2019-12-19,"12",2019,15,"0",4,1,1,2,0,1,0,6969,1200,1.06666666666667,3,794,12,2,3,1
"4604 Lyra Cir","78744","4604 Lyra Cir, Austin, TX 78744 is a single family home that contains 1,752 sq ft and was built in 2005. It contains 4 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $298,976. The Rent Zestimate for this home is $1,895/mo.",30.1985034942627,-97.731201171875,1.98,2,"TRUE","TRUE","FALSE","FALSE","Single Family",2005,225,2018-02-06,"2",2018,20,"0",8,2,0,0,0,0,0,10062,1752,3.3,4.33333333333333,1589,14,3,4,1
"6807 Bitteroot Trl","78744","Great rental property. For further information contact us via phone or e-mail.

Ph; 512-808-0007
E-Mail: empireHBoffices@gmail.com",30.1812076568604,-97.7598419189453,1.98,0,"FALSE","FALSE","FALSE","FALSE","Single Family",1984,70,2019-08-01,"8",2019,24,"0",3,1,1,1,0,0,0,6007,905,1.53333333333333,3.33333333333333,1317,14,2,2,1
"310 Kimberly Dr","78745","Multiple offers received. Best & Final by Tuesday at noon Fantastic location in the South Austin Sunridge neighborhood just south of William Cannon in 78745 only minutes from downtown Austin. Open floor plan from the kitchen to the living area that allows tons of natural light to flow into the home. 3 bedrooms, 2 full baths and 2 car garage. Bedrooms are spacious. Oversized 8,329 SF lot with beautiful trees is perfect for back yard parties. Quiet neighborhood on a street with no drive through traffic.FEMA - Unknown Restrictions: Yes",30.1893768310547,-97.7847137451172,1.98,2,"FALSE","TRUE","FALSE","FALSE","Single Family",1982,318,2020-10-09,"10",2020,50,"0",1,2,1,0,0,1,0,8319,1321,0.966666666666667,3.33333333333333,926,13,2,3,1
"7103 Wishing Well Dr","78745","Come check this one of a kind renovated home in 78745. Great location, 7 Miles to downtown, close to I35, and low low tax rate. Remodeling work attention to detail, all fixtures selected with love and care. Accent wall in dinning and living room. Even more beautiful in person, a must see! New kitchen, bathroom, flooring, SS appliances, solid core interior doors, landscaping and so much more...",30.1904964447021,-97.78466796875,1.98,2,"FALSE","TRUE","FALSE","FALSE","Single Family",1980,449.5,2020-09-28,"9",2020,33,"0",3,2,2,1,0,0,0,7535,1483,0.9,3.33333333333333,926,13,2,3,1
"219 Cloudview Dr","78745","South Congress gem, with backyard oasis. Nicely updated single story, 3/2, open concept living/dining, neutral paint, laminate floors, granite counters, tile backsplash. See improvements list. Added 320 sq ft screened outdoor living space. Amazing back yard, xeriscaped, raised veggie beds & texas natives for low maintenance & watering.  Under 5mi to DT, close to St. Elmo/Yard, Southpark Meadows for shopping, dining and entertainment. Mary Moore Searight park nearby for nature lovers.",30.190502166748,-97.7837753295898,1.98,0,"FALSE","FALSE","FALSE","FALSE","Single Family",1978,329.9,2019-07-23,"7",2019,30,"0",8,1,3,2,0,1,0,7797,1309,0.933333333333333,3.33333333333333,926,13,2,3,1
"6000 Wagon Bnd","78744","Quality workmanship on this one story remodel! The home boasts an open concept w/ ample natural light, sufficient privacy w/ no neighbors behind, a split floor plan, & an oversized utility room. Kitchen features shaker style cabinets w/ granite counters, free floating vent hood w/ a gas range & breakfast bar. Tiled floor to ceiling fireplace will be the focal point of any gathering complete w/ a sliding glass door leading to a covered patio & fenced backyard. NEW roof, WH, windows, cosmetics & more!",30.1938858032227,-97.760498046875,1.98,2,"FALSE","TRUE","FALSE","FALSE","Single Family",1974,324.9,2020-09-01,"9",2020,39,"0",2,2,1,0,0,0,0,6795,1289,1.4,3,840,12,2,3,1
"7202 Wishing Well Dr","78745","7202 Wishing Well Dr, Austin, TX 78745 is a single family home that contains 1,230 sq ft and was built in 1982. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $421,181. The Rent Zestimate for this home is $1,853/mo.",30.1882724761963,-97.7840576171875,1.98,0,"FALSE","FALSE","FALSE","FALSE","Single Family",1982,350,2019-03-01,"3",2019,1,"0",5,1,0,0,0,0,0,9583,1230,1,3.33333333333333,926,13,2,3,1
"2106 Sombra Cv","78744","You will love this charming 3 bedroom, 2.5 bath home on a lovely, quiet cul-de-sac lot.  Inviting outdoor space is perfect for playing, entertaining, or relaxing, with mature trees and wonderful views of the pond & protected wildflower field next door. Open floor plan with 1/2 bath downstairs; 3 bedrooms, 2 more bathrooms & laundry room upstairs. Freshly painted & all new flooring: luxury vinyl plank downstairs & carpet upstairs. This home is a must-see!",30.1811180114746,-97.7665863037109,1.98,1,"TRUE","TRUE","FALSE","FALSE","Single Family",2006,279.9,2020-05-04,"5",2020,28,"0",3,2,2,1,0,0,0,5967,1583,1.56666666666667,3.33333333333333,1317,14,3,3,2
"6901 Skynook Dr","78745","Complete remodel! New landscaping. New architectural roofing. New flooring. Fresh paint. Spacious vaulted living room opens to dining room with french doors leading to large deck. Dimmable recessed lighting. Kitchen completely updated with granite countertops, high-end stainless steel appliances, undermount sink, beautiful subway tile backsplash, white high-quality wolf cabinetry with soft close. Large master bedroom with walk-in closet and sitting room/study. Updated master bath with walk-in shower.",30.1918964385986,-97.7829055786133,1.98,0,"FALSE","FALSE","FALSE","FALSE","Single Family",1978,354.9,2018-11-26,"11",2018,40,"0",3,2,0,0,0,0,0,7535,1906,0.833333333333333,4,926,14,2,3,1
"105 Cloudview Dr","78745","PRICE IMPROVEMENT!  Better then new, total remodel EVERYTHING is new from studs up drywall, electric, plumbing, windows, roof, siding, flooring, bathrooms, kitchen, landscaping.  Home has so much versatility, Master w/ 2 closets air bubble tub with walk-in shower.Living room,dining + Huge Great room. Guest area can be completely separate from main house if desired. Kitchen Aid SS appliances, pull-out pantry.  Nest door bell so many upgrades.Must see over 3400 sq feet. Centrally located off S Congress.",30.1891250610352,-97.7810668945312,1.98,2,"FALSE","TRUE","FALSE","FALSE","Single Family",1979,575,2020-06-30,"6",2020,75,"0",4,2,2,0,0,0,0,8624,3423,1.06666666666667,3.33333333333333,926,13,4,4,2
"6905 Lunar Dr","78745","Cute South Austin bungalow.  New roof, HVAC replaced within last year.  Update friendly, move in ready.  Lush yard with a dog run for pet friendly owners.",30.1919651031494,-97.7839050292969,1.98,2,"FALSE","TRUE","FALSE","FALSE","Single Family",1977,309.5,2020-10-08,"10",2020,106,"0",3,2,2,1,0,1,0,8015,1555,0.866666666666667,4,926,14,2,3,1
"7210 Alegre Pass","78744","This East Austin home features a large double lot and is close to all that Downtown Austin Action! Enjoy eating breakfast with a great view of your yard with large mature trees. Home features wood laminate floors throughout, wood staircase, and stainless range. HVAC recently updated. Great layout with master separate from other rooms. Convenient location near I35 with quick access to HEB, South Park Meadows, Shopping, and 7 minutes from downtown.",30.181037902832,-97.7688522338867,1.98,0,"TRUE","FALSE","FALSE","FALSE","Single Family",2005,240,2019-06-28,"6",2019,30,"0",4,1,1,1,0,1,0,8755,1583,1.6,3.33333333333333,1317,14,3,3,2
"2317 Bendridge Trl","78744","Huge potential in this cute little south Austin house!  2 bedrooms, 1 bath, 1 car garage, with a large backyard.  Convenient to I-35, Southpark Meadows shopping and dining, and the Austin International Airport.",30.1841220855713,-97.7586669921875,1.98,0,"FALSE","FALSE","FALSE","FALSE","Single Family",1974,130,2018-03-12,"3",2018,11,"0",3,1,0,0,0,0,0,5488,857,1.56666666666667,3.33333333333333,1317,14,1,2,1
"2102 Nogales Trl","78744","2102 Nogales Trl, Austin, TX 78744 is a single family home that contains 1,583 sq ft and was built in 2005. It contains 3 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $278,100. The Rent Zestimate for this home is $1,750/mo.",30.1819458007812,-97.7661666870117,1.98,0,"TRUE","FALSE","FALSE","FALSE","Single Family",2005,239,2019-10-21,"10",2019,1,"0",2,1,1,1,0,0,0,4356,1583,1.53333333333333,3.33333333333333,1317,14,3,3,2
"6901 Stonleigh Pl","78744","Cute 3 bedroom, 2 bath home in South Creek South. This light and bright home has a nice wrap around porch, tile throughout, kitchen that opens to family room, spacious yard with two garden boxes and storage shed with A/C unit.  Recent roof shingles (Dec. 2014), TV, washer, dryer and refrigerator convey. Close to McKinney Falls State Park, ABIA and 15 minute drive to south Austin. Walk across the street to Langford Elementary. No HOA! Come and see if this is the home waiting for you.",30.1817874908447,-97.761604309082,1.98,0,"FALSE","FALSE","FALSE","FALSE","Single Family",1995,180,2018-05-19,"5",2018,26,"0",5,0,0,0,0,0,0,5749,1225,1.46666666666667,3.33333333333333,1317,14,2,3,1
"213 W William Cannon Dr","78745","Please message me with any questions or to schedule a tour!! 

Cozy two bedroom, One bath, One car garage located on West William Cannon, 15 minutes to downtown Austin, 15 minutes to ABIA, and near SouthPark Meadows (shopping/restaurants)",30.1940574645996,-97.7824401855469,1.98,0,"TRUE","FALSE","FALSE","FALSE","Single Family",1978,249,2018-03-29,"3",2018,9,"0",2,1,0,0,0,0,0,10323,885,0.766666666666667,4,926,14,1,2,1
"6805 Greycloud Dr","78745","Awesome oak tree in front yard for your summertime enjoyment on front patio. Addition adds large second living off rear, plus 4th bedroom.",30.1946620941162,-97.7849426269531,1.98,0,"FALSE","FALSE","FALSE","TRUE","Single Family",1979,375,2019-09-17,"9",2019,7,"0",2,1,2,1,0,1,0,7296,1800,0.766666666666667,4,926,14,2,4,1
"6803 Moonmont Dr","78745","6803 Moonmont Dr, Austin, TX 78745 is a single family home that contains 1,490 sq ft and was built in 1978. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $432,810. The Rent Zestimate for this home is $1,850/mo.",30.1917781829834,-97.7819366455078,1.98,2,"FALSE","TRUE","FALSE","FALSE","Single Family",1978,419.55,2020-09-23,"9",2020,41,"0",4,2,2,0,0,0,0,8276,1490,0.866666666666667,4,926,14,2,3,1
"2411 Rockridge Dr","78744","Easy commute to downtown Austin and surrounding areas. Nice open front porch. Good-sized backyard that's perfect for entertaining. Hard tile flooring throughout the home, no carpet. Converted garage into study/bed/living. Could be re converted back to garage. Seller is motivated.",30.1827068328857,-97.7571182250977,1.98,0,"FALSE","FALSE","FALSE","TRUE","Single Family",1973,88,2019-07-17,"7",2019,29,"0",0,2,0,0,0,0,0,5749,1220,1.6,3.33333333333333,1317,14,2,3,1
"2502 Bitter Creek Dr","78744","Great 3 bedroom! Owner finance available!",30.1821784973144,-97.7560882568359,1.98,1,"FALSE","TRUE","FALSE","FALSE","Single Family",1972,92.5,2019-04-05,"4",2019,1,"0",2,3,0,0,0,0,0,5837,1300,1.6,3.33333333333333,1317,14,2,3,1
"2504 Bitter Creek Dr","78744","Awesome remodel from the floors to the ceilings. All new windows tile flooring quartz countertops new appliances cabinets all-new fixtures tankless water heater and so much more. Wideopen floorplan and massive backyard make this home feel roomy and entertaining. A must see!",30.1821727752686,-97.7559280395508,1.98,0,"FALSE","FALSE","FALSE","FALSE","Single Family",1972,210,2020-01-24,"1",2020,15,"0",1,1,0,0,0,0,0,5532,1010,1.6,3.33333333333333,1317,14,1,3,1
"2403 Dove Springs Dr","78744","Completely redone top-to-bottom, inside and out. Save for the bones, this stunner is essentially brand new. New roof, flooring, paint, HVAC, water heater, appliances, cabinets, counters, etc.. You name it, it's been replaced with something new and amazing. Less than 7 miles to downtown Austin, this beautiful 2 bedroom 1 bathroom is your perfect plug-and-play South Austin Dream. Call your agent and schedule a showing ASAP!",30.1894454956055,-97.7556381225586,1.98,1,"FALSE","TRUE","FALSE","FALSE","Single Family",1978,194.9,2019-03-25,"3",2019,19,"0",3,2,0,0,0,0,0,5662,880,1.4,3,840,12,1,2,1
"103 Starbright Dr","78745","Charming home in South Austin's Buckingham Ridge! Open concept living/dining/kitchen space filled with natural light and modern touches throughout! Fireplace in the living room amps up the coziness feeling of the home. Bonus sunken media room to keep everyone entertained. Retreat to the lush, spacious private backyard with covered patio. Convenient location -- Minutes from downtown, shopping, restaurants, and grocery.Restrictions: Yes",30.1943473815918,-97.7801208496094,1.98,2,"FALSE","TRUE","FALSE","FALSE","Single Family",1973,380,2020-10-14,"10",2020,80,"0",2,1,2,0,0,0,0,7318,1800,0.833333333333333,4,926,14,2,3,1
